step,t,tid,truth,subtype,x,y,pred,p_uav,threat,d_asset,reco,kill
11,22.0,T19,bird,조류,1.1775161807918175,-3.6994900631318544,새/기타,0.1,25.5,3.88,감시 지속,none
12,24.0,T00,bird,조류,-4.651294905891028,-0.6753788749606364,새/기타,0.1,6.5,4.14,감시 지속,none
12,24.0,T01,drone,고정익,2.561921924022082,2.432193463239074,드론,0.95,87.2,1.43,물리 요격(최후수단),hard
12,24.0,T02,bird,조류,-4.190066816980088,-0.6887385053666907,새/기타,0.1,13.3,3.87,감시 지속,none
12,24.0,T03,balloon,오물풍선,-0.6304832219488012,-3.6565720882247246,풍선,0.15,8.0,3.71,감시 지속,none
12,24.0,T04,balloon,고고도 미사일 풍선,-4.420897987514899,0.41729637179190426,풍선,0.15,8.0,3.19,감시 지속,none
12,24.0,T05,drone,자폭형(FPV),-3.1212364399372983,0.5087249279740321,드론,0.95,77.8,2.29,물리 요격(최후수단),hard
12,24.0,T06,bird,조류,-3.83853552377907,-2.4208647379475496,새/기타,0.1,6.5,4.54,감시 지속,none
12,24.0,T07,balloon,오물풍선,3.0004377158914486,-2.585755620197914,풍선,0.15,27.0,3.62,감시 지속,none
12,24.0,T08,bird,조류,-4.4777408475930525,0.8906234241599331,새/기타,0.1,19.3,2.95,감시 지속,none
12,24.0,T09,balloon,고고도 미사일 풍선,-1.680033791234697,4.5667581424101975,풍선,0.15,34.1,2.09,감시 지속,none
12,24.0,T10,bird,조류,3.248497544036133,-2.0026870562415624,새/기타,0.1,6.5,3.09,감시 지속,none
12,24.0,T11,drone,고정익,3.3746670775257885,1.3589237679643178,드론,0.95,91.9,0.95,물리 요격(최후수단),hard
12,24.0,T12,drone,고정익,3.6835837112238745,1.7572715901453329,드론,0.95,87.5,1.41,물리 요격(최후수단),hard
12,24.0,T15,bird,조류,-0.18001542030466613,4.40070803434144,새/기타,0.1,25.5,2.63,감시 지속,none
12,24.0,T16,bird,조류,-1.3314001309906813,-4.06350541762644,새/기타,0.1,6.5,4.28,감시 지속,none
12,24.0,T17,balloon,고고도 미사일 풍선,-3.6010818725614158,1.169778205771263,풍선,0.15,34.2,2.08,감시 지속,none
12,24.0,T18,bird,조류,-0.548904003476795,-3.71305739249363,새/기타,0.1,6.5,3.75,감시 지속,none
12,24.0,T19,bird,조류,1.165200134598306,-3.7506844154186956,새/기타,0.1,6.5,3.93,감시 지속,none
13,26.0,T02,bird,조류,-4.146776522683457,-0.6195576431633277,새/기타,0.1,25.5,3.79,감시 지속,none
13,26.0,T04,balloon,고고도 미사일 풍선,-4.433937832438117,0.5013668495469605,풍선,0.15,27.0,3.15,감시 지속,none
13,26.0,T05,drone,자폭형(FPV),-3.0082832259142944,0.5302131377567895,드론,0.95,78.7,2.21,물리 요격(최후수단),hard
13,26.0,T06,bird,조류,-3.826193090065742,-2.5176850158703474,새/기타,0.1,6.5,4.58,감시 지속,none
13,26.0,T07,balloon,오물풍선,3.021806289914762,-2.567955739443042,풍선,0.15,27.0,3.61,감시 지속,none
13,26.0,T08,bird,조류,-4.487333016231431,0.8530180335924935,새/기타,0.1,18.4,2.98,감시 지속,none
13,26.0,T09,balloon,고고도 미사일 풍선,-1.6939789049379195,4.62121606112841,풍선,0.15,33.5,2.14,감시 지속,none
13,26.0,T10,bird,조류,3.248190477800742,-1.9389576136197237,새/기타,0.1,25.5,3.03,감시 지속,none
13,26.0,T11,drone,고정익,3.338050330980568,1.3787445929848197,드론,0.95,92.1,0.92,물리 요격(최후수단),hard
13,26.0,T12,drone,고정익,3.6315690333444843,1.8314208538133645,드론,0.95,70.3,1.4,물리 요격(최후수단),hard
13,26.0,T13,drone,회전익(헬기형),3.3439326673676213,-2.6372582438092014,드론,0.95,35.0,3.73,감시 지속,none
13,26.0,T14,bird,조류,3.1517440177736793,-3.0352184570274887,새/기타,0.1,6.5,4.09,감시 지속,none
13,26.0,T15,bird,조류,-0.20929841699461277,4.277968070415924,새/기타,0.1,46.1,2.52,포획·유도 회수,soft
13,26.0,T16,bird,조류,-1.3680525604792517,-4.061513376084494,새/기타,0.1,6.5,4.29,감시 지속,none
13,26.0,T17,balloon,고고도 미사일 풍선,-3.5521500403405994,1.2252742416823108,풍선,0.15,54.1,2.01,포획·유도 회수,soft
13,26.0,T18,bird,조류,-0.4880807988501649,-3.7284248591421756,새/기타,0.1,6.5,3.76,감시 지속,none
13,26.0,T19,bird,조류,1.2081014884562662,-3.635412822935326,새/기타,0.1,25.5,3.83,감시 지속,none
14,28.0,T00,bird,조류,-4.617137958297217,-0.6027852249183064,새/기타,0.1,25.5,4.06,감시 지속,none
14,28.0,T01,drone,고정익,2.5367028342371163,2.423265426021708,드론,0.95,84.9,1.42,물리 요격(최후수단),hard
14,28.0,T02,bird,조류,-4.167676070245486,-0.628774274082737,새/기타,0.1,6.5,3.81,감시 지속,none
14,28.0,T03,balloon,오물풍선,-0.7219071779531118,-3.5687770403025976,풍선,0.15,27.0,3.64,감시 지속,none
14,28.0,T04,balloon,고고도 미사일 풍선,-4.487080798997262,0.47358836961733297,풍선,0.15,8.0,3.21,감시 지속,none
14,28.0,T05,drone,자폭형(FPV),-2.8746052624266896,0.4368290738814489,드론,0.95,59.4,2.24,RF 재밍,soft
14,28.0,T06,bird,조류,-3.7573537351179422,-2.478362513402613,새/기타,0.1,25.5,4.5,감시 지속,none
14,28.0,T07,balloon,오물풍선,2.9390420517157247,-2.602615015571762,풍선,0.15,8.0,3.63,감시 지속,none
14,28.0,T09,balloon,고고도 미사일 풍선,-1.7578531051998387,4.6260983076802376,풍선,0.15,39.9,2.14,감시 지속,none
14,28.0,T10,bird,조류,3.177726690400494,-2.0144123793952113,새/기타,0.1,6.5,3.09,감시 지속,none
14,28.0,T11,drone,고정익,3.2827244668192517,1.3290324321464244,드론,0.95,92.7,0.85,물리 요격(최후수단),hard
14,28.0,T12,drone,고정익,3.676819937108129,1.7948579875662447,드론,0.95,68.3,1.42,RF 재밍,soft
14,28.0,T13,drone,회전익(헬기형),3.2876777221423774,-2.541994392083434,드론,0.95,54.0,3.63,RF 재밍,soft
14,28.0,T14,bird,조류,3.1035695311445153,-3.070535394719614,새/기타,0.1,6.5,4.12,감시 지속,none
14,28.0,T15,bird,조류,-0.3089445357285112,4.209802119729585,새/기타,0.1,47.8,2.4,포획·유도 회수,soft
14,28.0,T16,bird,조류,-1.3819322223049615,-4.069570666143591,새/기타,0.1,6.5,4.3,감시 지속,none
14,28.0,T17,balloon,고고도 미사일 풍선,-3.554047415062501,1.212485897906054,풍선,0.15,35.0,2.02,감시 지속,none
14,28.0,T18,bird,조류,-0.4916008917315466,-3.68312755528621,새/기타,0.1,25.5,3.72,감시 지속,none
14,28.0,T19,bird,조류,1.206087489950782,-3.6481200650160255,새/기타,0.1,6.5,3.84,감시 지속,none
15,30.0,T00,bird,조류,-4.6296243018607885,-0.6911866345758828,새/기타,0.1,6.5,4.14,감시 지속,none
15,30.0,T01,drone,고정익,2.558151967899012,2.3761653873080397,드론,0.95,87.8,1.38,물리 요격(최후수단),hard
15,30.0,T02,bird,조류,-4.196826294866407,-0.6170641227285533,새/기타,0.1,6.5,3.81,감시 지속,none
15,30.0,T03,balloon,오물풍선,-0.6017027945156278,-3.7061243520103764,풍선,0.15,8.0,3.75,감시 지속,none
15,30.0,T04,balloon,고고도 미사일 풍선,-4.531813274537486,0.5159294755476993,풍선,0.15,8.0,3.22,감시 지속,none
15,30.0,T05,drone,자폭형(FPV),-2.788771899948912,0.5508686062261186,드론,0.95,80.0,2.1,물리 요격(최후수단),hard
15,30.0,T06,bird,조류,-3.742908457053797,-2.5945235880306377,새/기타,0.1,6.5,4.55,감시 지속,none
15,30.0,T07,balloon,오물풍선,2.9930369983087965,-2.6134452899327103,풍선,0.15,8.0,3.65,감시 지속,none
15,30.0,T08,bird,조류,-4.520951047018014,0.8721131985539525,새/기타,0.1,6.5,3.0,감시 지속,none
15,30.0,T09,balloon,고고도 미사일 풍선,-1.8485701283640605,4.634285224514038,풍선,0.15,33.9,2.14,감시 지속,none
15,30.0,T10,bird,조류,3.14377704441787,-2.0571891338175323,새/기타,0.1,6.5,3.12,감시 지속,none
15,30.0,T11,drone,고정익,3.220516996945348,1.3294653575720732,드론,0.95,93.2,0.79,물리 요격(최후수단),hard
15,30.0,T12,drone,고정익,3.7063601906832555,1.7842051348056605,드론,0.95,68.2,1.44,RF 재밍,soft
15,30.0,T13,drone,회전익(헬기형),3.3833994392903475,-2.5609178718638477,드론,0.95,35.0,3.67,감시 지속,none
15,30.0,T14,bird,조류,3.1858698078916117,-3.1422947558997447,새/기타,0.1,6.5,4.2,감시 지속,none
15,30.0,T15,bird,조류,-0.2796289614385122,4.2985870230291745,새/기타,0.1,27.6,2.49,감시 지속,none
15,30.0,T16,bird,조류,-1.3564490561640035,-4.066168750546115,새/기타,0.1,25.5,4.29,감시 지속,none
15,30.0,T17,balloon,고고도 미사일 풍선,-3.5231794408980877,1.1618778875467484,풍선,0.15,34.9,2.03,감시 지속,none
15,30.0,T18,bird,조류,-0.4673800509941598,-3.676868301005619,새/기타,0.1,24.2,3.71,감시 지속,none
15,30.0,T19,bird,조류,1.2224131088519723,-3.659078269295779,새/기타,0.1,6.5,3.86,감시 지속,none
16,32.0,T00,bird,조류,-4.716035081260359,-0.7617214985507319,새/기타,0.1,6.5,4.24,감시 지속,none
16,32.0,T01,drone,고정익,2.513157725073532,2.4031944807813534,드론,0.95,68.5,1.4,RF 재밍,soft
16,32.0,T02,bird,조류,-4.175400370385891,-0.6272976047064905,새/기타,0.1,13.9,3.81,감시 지속,none
16,32.0,T03,balloon,오물풍선,-0.666715350555641,-3.6843729980261957,풍선,0.15,27.0,3.74,감시 지속,none
16,32.0,T04,balloon,고고도 미사일 풍선,-4.529956152902669,0.5275060453801272,풍선,0.15,24.3,3.21,감시 지속,none
16,32.0,T05,drone,자폭형(FPV),-2.7358062618371473,0.4107553847216292,드론,0.95,59.7,2.22,RF 재밍,soft
16,32.0,T06,bird,조류,-3.7236079246845093,-2.4974237068096117,새/기타,0.1,25.5,4.48,감시 지속,none
16,32.0,T07,balloon,오물풍선,2.93174673385319,-2.521487288134684,풍선,0.15,27.0,3.55,감시 지속,none
16,32.0,T08,bird,조류,-4.561080488545509,0.8145237039428029,새/기타,0.1,6.5,3.07,감시 지속,none
16,32.0,T09,balloon,고고도 미사일 풍선,-1.770837160155373,4.637301877863749,풍선,0.15,33.4,2.15,감시 지속,none
16,32.0,T10,bird,조류,3.1255014456289354,-2.0062703029287157,새/기타,0.1,25.5,3.07,감시 지속,none
16,32.0,T11,drone,고정익,3.228181985040582,1.3163292161907565,드론,0.95,74.2,0.79,물리 요격(최후수단),hard
16,32.0,T12,drone,고정익,3.57797944961653,1.7313490297675858,드론,0.95,88.5,1.3,물리 요격(최후수단),hard
16,32.0,T13,drone,회전익(헬기형),3.3313537766597556,-2.602519972800344,드론,0.95,35.0,3.7,감시 지속,none
16,32.0,T14,bird,조류,3.1255940969559597,-3.125442074039756,새/기타,0.1,25.5,4.17,감시 지속,none
16,32.0,T15,bird,조류,-0.3079950650174374,4.308018971674684,새/기타,0.1,46.8,2.48,포획·유도 회수,soft
16,32.0,T16,bird,조류,-1.4022059722883393,-4.1101260508311315,새/기타,0.1,6.5,4.34,감시 지속,none
16,32.0,T17,balloon,고고도 미사일 풍선,-3.462699879313666,1.1696317113810648,풍선,0.15,54.4,1.98,포획·유도 회수,soft
16,32.0,T18,bird,조류,-0.445386185455155,-3.737382584072093,새/기타,0.1,6.5,3.76,감시 지속,none
16,32.0,T19,bird,조류,1.2364897383770703,-3.626755906567679,새/기타,0.1,25.5,3.83,감시 지속,none
17,34.0,T00,bird,조류,-4.731839214373173,-0.8080469116922424,새/기타,0.1,6.5,4.29,감시 지속,none
17,34.0,T01,drone,고정익,2.4341845149678143,2.297030960657555,드론,0.95,88.5,1.3,물리 요격(최후수단),hard
17,34.0,T02,bird,조류,-4.196311119680878,-0.6104862322885858,새/기타,0.1,9.8,3.81,감시 지속,none
17,34.0,T03,balloon,오물풍선,-0.6755617632813478,-3.6993184773440797,풍선,0.15,8.0,3.76,감시 지속,none
17,34.0,T04,balloon,고고도 미사일 풍선,-4.519598599491891,0.5288910900642674,풍선,0.15,25.1,3.2,감시 지속,none
17,34.0,T05,drone,자폭형(FPV),-2.6563533652869826,0.4620046110966206,드론,0.95,79.6,2.14,물리 요격(최후수단),hard
17,34.0,T06,bird,조류,-3.708616301354692,-2.579677477057254,새/기타,0.1,6.5,4.52,감시 지속,none
17,34.0,T07,balloon,오물풍선,2.9818481388701734,-2.518147960549718,풍선,0.15,8.0,3.55,감시 지속,none
17,34.0,T08,bird,조류,-4.558360577274751,0.8760933447833426,새/기타,0.1,25.5,3.03,감시 지속,none
17,34.0,T10,bird,조류,3.1313250678645974,-2.028655770586901,새/기타,0.1,6.5,3.09,감시 지속,none
17,34.0,T11,drone,고정익,3.16596653948079,1.327157379884428,드론,0.95,93.7,0.74,물리 요격(최후수단),hard
17,34.0,T13,drone,회전익(헬기형),3.3359562091548836,-2.555895546764749,드론,0.95,54.0,3.65,RF 재밍,soft
17,34.0,T14,bird,조류,3.1991821706909636,-3.0825681325540337,새/기타,0.1,25.5,4.14,감시 지속,none
17,34.0,T15,bird,조류,-0.29472379860677056,4.178438004981502,새/기타,0.1,47.9,2.39,포획·유도 회수,soft
17,34.0,T16,bird,조류,-1.4740677778611644,-4.125578937143521,새/기타,0.1,6.5,4.38,감시 지속,none
17,34.0,T17,balloon,고고도 미사일 풍선,-3.388591748703422,1.1804900854427924,풍선,0.15,55.1,1.92,포획·유도 회수,soft
17,34.0,T18,bird,조류,-0.4413009993544385,-3.6131970101984723,새/기타,0.1,25.5,3.64,감시 지속,none
17,34.0,T19,bird,조류,1.2860093883305528,-3.6383018479638807,새/기타,0.1,6.5,3.86,감시 지속,none
18,36.0,T00,bird,조류,-4.795645833878986,-0.7275801308544232,새/기타,0.1,25.5,4.27,감시 지속,none
18,36.0,T02,bird,조류,-4.0740990777954345,-0.6282162384766256,새/기타,0.1,25.5,3.75,감시 지속,none
18,36.0,T03,balloon,오물풍선,-0.6714905276376505,-3.609568756770117,풍선,0.15,27.0,3.67,감시 지속,none
18,36.0,T04,balloon,고고도 미사일 풍선,-4.696131098355709,0.6401014721615027,풍선,0.15,8.0,3.28,감시 지속,none
18,36.0,T05,drone,자폭형(FPV),-2.5192295931297553,0.5065568224395076,드론,0.95,80.5,2.06,물리 요격(최후수단),hard
18,36.0,T06,bird,조류,-3.664674109989328,-2.5754059894267325,새/기타,0.1,25.5,4.48,감시 지속,none
18,36.0,T07,balloon,오물풍선,3.01653966894292,-2.534057939792928,풍선,0.15,8.0,3.57,감시 지속,none
18,36.0,T08,bird,조류,-4.603438630740675,0.8028359854828256,새/기타,0.1,6.5,3.11,감시 지속,none
18,36.0,T09,balloon,고고도 미사일 풍선,-1.862930685063319,4.634229606637772,풍선,0.15,52.6,2.14,포획·유도 회수,soft
18,36.0,T10,bird,조류,3.07063317889374,-2.096416684441527,새/기타,0.1,6.5,3.15,감시 지속,none
18,36.0,T11,drone,고정익,3.124225145175682,1.3212901295168522,드론,0.95,94.0,0.7,물리 요격(최후수단),hard
18,36.0,T12,drone,고정익,3.5262141082905867,1.5309131217763876,드론,0.95,89.9,1.16,물리 요격(최후수단),hard
18,36.0,T13,drone,회전익(헬기형),3.296332565222312,-2.53721926416525,드론,0.95,54.0,3.63,RF 재밍,soft
18,36.0,T14,bird,조류,3.2242400091508276,-3.1333129884857986,새/기타,0.1,6.5,4.2,감시 지속,none
18,36.0,T15,bird,조류,-0.2758041041472436,4.256133932349872,새/기타,0.1,28.0,2.46,감시 지속,none
18,36.0,T16,bird,조류,-1.416418669689036,-4.190919606785365,새/기타,0.1,6.5,4.42,감시 지속,none
18,36.0,T18,bird,조류,-0.37750301215264576,-3.6656896791172575,새/기타,0.1,6.5,3.69,감시 지속,none
19,38.0,T00,bird,조류,-4.771599568787843,-0.8631712253453181,새/기타,0.1,6.5,4.36,감시 지속,none
19,38.0,T01,drone,고정익,2.462805182977314,2.3298571721640986,드론,0.95,72.3,1.33,물리 요격(최후수단),hard
19,38.0,T02,bird,조류,-4.043502854157229,-0.5904167215539486,새/기타,0.1,25.5,3.7,감시 지속,none
19,38.0,T03,balloon,오물풍선,-0.7250901487967853,-3.656077226757517,풍선,0.15,8.0,3.73,감시 지속,none
19,38.0,T04,balloon,고고도 미사일 풍선,-4.638944748667202,0.6144409967603047,풍선,0.15,27.0,3.24,감시 지속,none
19,38.0,T05,drone,자폭형(FPV),-2.4658137748942592,0.3835626281579403,드론,0.95,60.3,2.17,RF 재밍,soft
19,38.0,T06,bird,조류,-3.6446942394710615,-2.593275083381485,새/기타,0.1,17.9,4.47,감시 지속,none
19,38.0,T07,balloon,오물풍선,2.9714052783053004,-2.5453180683981826,풍선,0.15,8.0,3.58,감시 지속,none
19,38.0,T08,bird,조류,-4.653210046019391,0.7050336092556312,새/기타,0.1,6.5,3.2,감시 지속,none
19,38.0,T09,balloon,고고도 미사일 풍선,-1.8130510826834545,4.6720524141772035,풍선,0.15,33.1,2.18,감시 지속,none
19,38.0,T10,bird,조류,3.0553360047705795,-1.991335115795547,새/기타,0.1,25.5,3.04,감시 지속,none
19,38.0,T11,drone,고정익,3.0457599100797026,1.1638009053722345,드론,0.95,95.2,0.57,물리 요격(최후수단),hard
19,38.0,T12,drone,고정익,3.4879088690087974,1.6767423437420457,드론,0.95,70.5,1.2,물리 요격(최후수단),hard
19,38.0,T13,drone,회전익(헬기형),3.321890611162254,-2.4973651064756455,드론,0.95,54.0,3.59,RF 재밍,soft
19,38.0,T14,bird,조류,3.277624483518766,-3.1985719772353103,새/기타,0.1,6.5,4.27,감시 지속,none
19,38.0,T15,bird,조류,-0.3181659878392055,4.1807755606395,새/기타,0.1,48.1,2.38,포획·유도 회수,soft
19,38.0,T16,bird,조류,-1.4777320018672593,-4.2018870154214945,새/기타,0.1,6.5,4.45,감시 지속,none
19,38.0,T17,balloon,고고도 미사일 풍선,-3.324379569523971,1.1804707341951806,풍선,0.15,55.6,1.87,포획·유도 회수,soft
19,38.0,T18,bird,조류,-0.3422344240483099,-3.6471124949807296,새/기타,0.1,25.5,3.66,감시 지속,none
19,38.0,T19,bird,조류,1.3340299657064745,-3.6141824993440808,새/기타,0.1,6.5,3.85,감시 지속,none
20,40.0,T00,bird,조류,-4.794113935655058,-0.8057254797092229,새/기타,0.1,25.5,4.33,감시 지속,none
20,40.0,T01,drone,고정익,2.403208900475627,2.2194973649468355,드론,0.95,89.3,1.22,물리 요격(최후수단),hard
20,40.0,T02,bird,조류,-4.091700821731956,-0.5236522087976754,새/기타,0.1,25.5,3.68,감시 지속,none
20,40.0,T04,balloon,고고도 미사일 풍선,-4.604970000268144,0.602946257858082,풍선,0.15,27.0,3.22,감시 지속,none
20,40.0,T05,drone,자폭형(FPV),-2.4978421155083192,0.36746226753602973,드론,0.95,60.0,2.19,RF 재밍,soft
20,40.0,T07,balloon,오물풍선,2.941684720888585,-2.5119319353155016,풍선,0.15,27.0,3.54,감시 지속,none
20,40.0,T08,bird,조류,-4.504033396534642,0.8341955397417847,새/기타,0.1,25.5,3.01,감시 지속,none
20,40.0,T09,balloon,고고도 미사일 풍선,-1.8991953655254514,4.711299858189313,풍선,0.15,32.7,2.21,감시 지속,none
20,40.0,T10,bird,조류,2.968109396063265,-2.110679686568348,새/기타,0.1,6.5,3.15,감시 지속,none
20,40.0,T11,drone,고정익,2.9985580064864448,1.1533616814790042,드론,0.95,95.6,0.52,물리 요격(최후수단),hard
20,40.0,T12,drone,고정익,3.4365232667693557,1.6463444378125547,드론,0.95,90.1,1.14,물리 요격(최후수단),hard
20,40.0,T13,drone,회전익(헬기형),3.2541164346656477,-2.5402683278455265,드론,0.95,35.0,3.62,감시 지속,none
20,40.0,T14,bird,조류,3.2430875943717012,-3.1730874214989604,새/기타,0.1,25.5,4.24,감시 지속,none
20,40.0,T15,bird,조류,-0.2756288309911938,4.140596044958636,새/기타,0.1,29.1,2.38,감시 지속,none
20,40.0,T16,bird,조류,-1.4292865369992664,-4.264377936579845,새/기타,0.1,6.5,4.5,감시 지속,none
20,40.0,T17,balloon,고고도 미사일 풍선,-3.3434753406807594,1.2343808164663614,풍선,0.15,55.9,1.85,포획·유도 회수,soft
20,40.0,T18,bird,조류,-0.32151353077601447,-3.6732488578818336,새/기타,0.1,6.5,3.69,감시 지속,none
20,40.0,T19,bird,조류,1.337868517547697,-3.4710873677498824,새/기타,0.1,25.5,3.72,감시 지속,none
21,42.0,T00,bird,조류,-4.775638318974721,-0.8100878881819098,새/기타,0.1,22.7,4.32,감시 지속,none
21,42.0,T01,drone,고정익,2.3493720706389594,2.1881312162873607,드론,0.95,89.5,1.2,물리 요격(최후수단),hard
21,42.0,T02,bird,조류,-4.032023838242833,-0.5691872822158536,새/기타,0.1,6.5,3.68,감시 지속,none
21,42.0,T03,balloon,오물풍선,-0.720674006645201,-3.7223259314248534,풍선,0.15,8.0,3.79,감시 지속,none
21,42.0,T04,balloon,고고도 미사일 풍선,-4.6879619011447495,0.5962858081268124,풍선,0.15,8.0,3.29,감시 지속,none
21,42.0,T05,drone,자폭형(FPV),-2.2984807022000866,0.3547326460631045,드론,0.95,79.3,2.17,물리 요격(최후수단),hard
21,42.0,T06,bird,조류,-3.5936667182597577,-2.622243578228677,새/기타,0.1,25.5,4.45,감시 지속,none
21,42.0,T07,balloon,오물풍선,2.8877819652050216,-2.4757376496101435,풍선,0.15,27.0,3.5,감시 지속,none
21,42.0,T09,balloon,고고도 미사일 풍선,-1.9238327930481571,4.676138505621948,풍선,0.15,52.1,2.18,포획·유도 회수,soft
21,42.0,T10,bird,조류,3.0111703418790867,-2.1074926007836585,새/기타,0.1,6.5,3.15,감시 지속,none
21,42.0,T11,drone,고정익,2.9679169831790433,1.213074243704692,드론,0.95,90.9,0.51,물리 요격(최후수단),hard
21,42.0,T12,drone,고정익,3.4078842318455154,1.5536478133238618,드론,0.95,90.8,1.06,물리 요격(최후수단),hard
21,42.0,T13,drone,회전익(헬기형),3.2601543516446263,-2.5550207399920937,드론,0.95,35.0,3.64,감시 지속,none
21,42.0,T14,bird,조류,3.182092427961118,-3.2204536618398563,새/기타,0.1,6.5,4.28,감시 지속,none
21,42.0,T15,bird,조류,-0.3786825466202017,4.1517601988383666,새/기타,0.1,48.9,2.31,포획·유도 회수,soft
21,42.0,T16,bird,조류,-1.4289828976066583,-4.258542721362421,새/기타,0.1,17.2,4.49,감시 지속,none
21,42.0,T17,balloon,고고도 미사일 풍선,-3.3542012943995094,1.2269515663274817,풍선,0.15,36.8,1.86,감시 지속,none
21,42.0,T18,bird,조류,-0.20240510225610028,-3.656352072089036,새/기타,0.1,25.5,3.66,감시 지속,none
21,42.0,T19,bird,조류,1.2906980438358626,-3.4413183467712583,새/기타,0.1,25.5,3.68,감시 지속,none
22,44.0,T00,bird,조류,-4.785290977457782,-0.963717243760285,새/기타,0.1,6.5,4.44,감시 지속,none
22,44.0,T01,drone,고정익,2.2737688162489142,2.23085701579382,드론,0.95,70.0,1.25,물리 요격(최후수단),hard
22,44.0,T02,bird,조류,-4.084674358075604,-0.6339560219800419,새/기타,0.1,6.5,3.76,감시 지속,none
22,44.0,T03,balloon,오물풍선,-0.6977067198626048,-3.568405844691532,풍선,0.15,27.0,3.64,감시 지속,none
22,44.0,T04,balloon,고고도 미사일 풍선,-4.677479885447766,0.5504435043050256,풍선,0.15,8.0,3.31,감시 지속,none
22,44.0,T05,drone,자폭형(FPV),-2.286392276227221,0.4596206361016953,드론,0.95,80.5,2.06,물리 요격(최후수단),hard
22,44.0,T06,bird,조류,-3.5151451422585565,-2.6184666881406775,새/기타,0.1,25.5,4.38,감시 지속,none
22,44.0,T07,balloon,오물풍선,2.8903394605867643,-2.480015348529942,풍선,0.15,8.0,3.5,감시 지속,none
22,44.0,T08,bird,조류,-4.647567344014363,0.7768413405729193,새/기타,0.1,6.5,3.16,감시 지속,none
22,44.0,T09,balloon,고고도 미사일 풍선,-1.9177084626009322,4.710352419015205,풍선,0.15,32.7,2.21,감시 지속,none
22,44.0,T10,bird,조류,2.9675143247946325,-2.030558077276387,새/기타,0.1,25.5,3.07,감시 지속,none
22,44.0,T11,drone,고정익,2.9485730117762374,1.1935854078585113,드론,0.95,95.9,0.49,물리 요격(최후수단),hard
22,44.0,T12,drone,고정익,3.3459867104014007,1.568423089087933,드론,0.95,91.2,1.02,물리 요격(최후수단),hard
22,44.0,T13,drone,회전익(헬기형),3.2416979552376497,-2.46815090396477,드론,0.95,54.0,3.55,RF 재밍,soft
22,44.0,T14,bird,조류,3.1780155503230505,-3.275704518136378,새/기타,0.1,6.5,4.33,감시 지속,none
22,44.0,T15,bird,조류,-0.41309511715595393,4.120516390676815,새/기타,0.1,49.5,2.27,포획·유도 회수,soft
22,44.0,T16,bird,조류,-1.458432280841684,-4.261532091115972,새/기타,0.1,6.5,4.5,감시 지속,none
22,44.0,T17,balloon,고고도 미사일 풍선,-3.3179924146553295,1.247197647085145,풍선,0.15,56.2,1.82,포획·유도 회수,soft
22,44.0,T18,bird,조류,-0.24337717998845063,-3.7230140888091166,새/기타,0.1,6.5,3.73,감시 지속,none
22,44.0,T19,bird,조류,1.3620912230719866,-3.444242563609186,새/기타,0.1,6.5,3.7,감시 지속,none
23,46.0,T00,bird,조류,-4.790292566368127,-0.880802044248992,새/기타,0.1,25.5,4.38,감시 지속,none
23,46.0,T01,drone,고정익,2.2683789796685367,2.13966100409433,드론,0.95,89.8,1.16,물리 요격(최후수단),hard
23,46.0,T02,bird,조류,-4.0591464527868375,-0.5673539593390315,새/기타,0.1,25.5,3.69,감시 지속,none
23,46.0,T03,balloon,오물풍선,-0.6928314836431657,-3.5876579855126898,풍선,0.15,8.0,3.65,감시 지속,none
23,46.0,T04,balloon,고고도 미사일 풍선,-4.696550070584576,0.5641961608705605,풍선,0.15,8.0,3.32,감시 지속,none
23,46.0,T05,drone,자폭형(FPV),-2.1769250889614113,0.32922600267099683,드론,0.95,60.1,2.18,RF 재밍,soft
23,46.0,T06,bird,조류,-3.6483889226541444,-2.704336410870763,새/기타,0.1,6.5,4.54,감시 지속,none
23,46.0,T07,balloon,오물풍선,2.933586330078954,-2.504330671661981,풍선,0.15,8.0,3.53,감시 지속,none
23,46.0,T09,balloon,고고도 미사일 풍선,-1.939606883562867,4.63545108491906,풍선,0.15,52.6,2.14,포획·유도 회수,soft
23,46.0,T10,bird,조류,3.0099863862073164,-2.0294181285629276,새/기타,0.1,6.5,3.07,감시 지속,none
23,46.0,T11,drone,고정익,2.9281883984590573,1.1001782138453555,드론,0.95,96.3,0.44,물리 요격(최후수단),hard
23,46.0,T12,drone,고정익,3.4072368420530634,1.5848834311304136,드론,0.95,71.6,1.08,물리 요격(최후수단),hard
23,46.0,T13,drone,회전익(헬기형),3.234225657816664,-2.4438739074864384,드론,0.95,54.0,3.52,RF 재밍,soft
23,46.0,T14,bird,조류,3.2913012405006854,-3.243002778548332,새/기타,0.1,25.5,4.32,감시 지속,none
23,46.0,T15,bird,조류,-0.3633389848651101,4.070872022498063,새/기타,0.1,30.5,2.27,감시 지속,none
23,46.0,T16,bird,조류,-1.4746391869903928,-4.269550608678067,새/기타,0.1,6.5,4.52,감시 지속,none
23,46.0,T17,balloon,고고도 미사일 풍선,-3.2440624041556103,1.1067521047317628,풍선,0.15,36.7,1.87,감시 지속,none
23,46.0,T18,bird,조류,-0.1979181550216727,-3.6029266432898286,새/기타,0.1,25.5,3.61,감시 지속,none
23,46.0,T19,bird,조류,1.364170180125995,-3.4881889633929286,새/기타,0.1,6.5,3.75,감시 지속,none
